ResUnitStatus
Property_Code,Ref_Property_ID,StartDate,EndDate,Unit_Code,Date,Status,Tenant_Code,Ext_Ref_Tenant_Id,ApplyDate,ApproveDate,SignDate,MoveInDate,MoveOutDate,LeaseFromDate,LeaseToDate,NoticeDate,AvailableDate,RentReady,VacantDate,ReadyDate,Ref_Unit_Id
"lark",,06/01/2015,07/07/2015,"150-2123",06/01/2015,"Vacant Unrented Ready","tn140820",,12/08/2012,,12/08/2012,12/10/2012,05/16/2015,12/10/2014,04/09/2015,04/29/2015,05/16/2015,-1,05/16/2015,06/01/2015,
"lark",,06/01/2015,06/14/2015,"130-0314",06/01/2015,"Vacant Rented Ready","t0007518",,05/14/2015,05/14/2015,05/17/2015,06/15/2015,,06/15/2015,12/14/2015,,,-1,05/10/2015,05/10/2015,
"cove",,06/01/2015,06/02/2015,"035-BARB",06/01/2015,"Vacant Rented Ready","t0617387",,06/01/2015,06/01/2015,,06/03/2015,,06/03/2015,07/02/2016,,,-1,05/27/2015,05/27/2015,
"cove",,06/02/2015,06/07/2015,"001-BARB",06/02/2015,"Vacant Unrented Ready","tc000001",,07/23/2013,,07/23/2013,07/30/2009,10/30/2014,07/23/2013,07/18/2014,09/25/2014,10/30/2014,-1,04/16/2015,10/30/2014,
"cove",,06/02/2015,06/11/2015,"080-BARB",06/02/2015,"Vacant Unrented Not Ready","tc000206",,09/16/2013,,09/16/2013,09/16/2013,06/02/2015,09/16/2013,03/25/2014,05/03/2015,06/02/2015,0,06/02/2015,06/02/2015,
"cove",,06/02/2015,06/02/2015,"139-BARB",06/02/2015,"Notice Unrented","t0615438",,03/08/2015,03/08/2015,03/08/2015,03/09/2015,07/15/2015,03/09/2015,08/31/2015,06/02/2015,07/03/2015,0,07/15/2015,07/15/2015,
"cove",,06/02/2015,06/12/2015,"006-SEAD",06/02/2015,"Vacant Rented Ready","t0617286",,06/02/2015,06/02/2015,,06/13/2015,,06/13/2015,07/12/2016,,,-1,03/13/2015,03/13/2015,
"cove",,06/02/2015,06/19/2015,"087-BARB",06/02/2015,"Notice Unrented","tc000213",,05/28/2013,,05/28/2013,05/07/2011,06/20/2015,05/28/2013,05/16/2014,06/02/2015,06/20/2015,0,06/20/2015,06/20/2015,
"lark",,06/02/2015,06/03/2015,"210-2102",06/02/2015,"Vacant Rented Ready","t0003505",,09/22/2014,06/02/2015,,06/15/2015,,06/15/2015,05/14/2016,,,-1,03/31/2015,03/31/2015,
"lark",,05/31/2015,03/10/2016,"270-0285",06/03/2015,"Occupied No Notice","t0617174",,05/22/2015,05/23/2015,05/23/2015,05/31/2015,,05/31/2015,04/30/2016,,,-1,05/01/2016,05/18/2015,
"lark",,06/03/2015,07/11/2015,"210-2207",06/03/2015,"Notice Unrented","tn133852",,06/04/2012,,06/04/2012,06/15/2012,07/12/2015,06/15/2014,07/14/2015,06/03/2015,07/14/2015,0,07/12/2015,07/12/2015,
"cove",,05/31/2015,06/02/2015,"072-BARB",06/03/2015,"Vacant Unrented Not Ready","t0000267",,11/19/2014,,11/19/2014,11/30/2014,05/31/2015,11/30/2014,03/29/2015,04/29/2015,05/31/2015,0,05/31/2015,05/31/2015,
"lark",,06/02/2015,06/07/2015,"180-2244",06/03/2015,"Vacant Unrented Not Ready","tn130179",,11/17/2012,,11/17/2012,11/17/2012,06/02/2015,11/19/2014,11/18/2015,05/09/2015,06/02/2015,0,06/02/2015,06/02/2015,
"cove",,06/03/2015,02/24/2016,"035-BARB",06/03/2015,"Occupied No Notice","t0617387",,06/01/2015,06/01/2015,06/02/2015,06/03/2015,,06/03/2015,07/02/2016,,,-1,03/31/2016,05/27/2015,
"lark",,06/01/2015,03/30/2016,"230-0267",06/03/2015,"Occupied No Notice","t0007421",,05/20/2015,05/20/2015,05/20/2015,06/01/2015,,06/01/2015,04/30/2016,,,-1,04/30/2016,03/16/2015,
"cove",,06/03/2015,02/19/2016,"071-BARB",06/03/2015,"Down",,,,,,,,,,,04/08/2015,0,,04/08/2015,
"cove",,06/03/2015,02/19/2016,"072-BARB",06/03/2015,"Down",,,,,,,,,,,05/31/2015,0,,05/31/2015,
"cove",,06/03/2015,02/19/2016,"073-BARB",06/03/2015,"Down",,,,,,,,,,,02/06/2015,0,,02/06/2015,
"cove",,06/03/2015,02/19/2016,"074-BARB",06/03/2015,"Down",,,,,,,,,,,04/08/2015,0,,04/08/2015,
"cove",,06/03/2015,06/03/2015,"075-BARB",06/03/2015,"Model",,,,,,,,,,,04/22/2015,0,,04/22/2015,
"cove",,06/03/2015,02/19/2016,"077-BARB",06/03/2015,"Down",,,,,,,,,,,03/21/2015,0,,03/21/2015,
"cove",,06/03/2015,02/19/2016,"078-BARB",06/03/2015,"Down",,,,,,,,,,,04/29/2015,0,,04/29/2015,
"cove",,06/03/2015,02/16/2016,"111-BARB",06/03/2015,"Down",,,,,,,,,,,03/17/2015,0,,03/17/2015,
"cove",,06/03/2015,02/16/2016,"113-BARB",06/03/2015,"Down",,,,,,,,,,,04/13/2015,0,,04/13/2015,
"cove",,06/03/2015,02/16/2016,"109-BARB",06/03/2015,"Down",,,,,,,,,,,03/30/2015,0,,03/30/2015,
"cove",,06/03/2015,02/19/2016,"075-BARB",06/03/2015,"Down",,,,,,,,,,,04/22/2015,0,,04/22/2015,
"lark",,06/03/2015,07/02/2015,"140-2331",06/03/2015,"Vacant Unrented Ready","tn134681",,06/30/2012,,06/30/2012,08/10/2012,05/26/2015,08/30/2014,08/29/2015,05/01/2015,05/26/2015,-1,05/26/2015,06/03/2015,
"lark",,06/04/2015,06/04/2015,"210-2102",06/04/2015,"Vacant Unrented Ready",,,09/22/2014,06/02/2015,,,,,,,03/31/2015,-1,03/31/2015,03/31/2015,
"lark",,06/04/2015,06/10/2015,"210-2102",06/04/2015,"Vacant Rented Ready","t0007543",,06/03/2015,06/04/2015,,07/15/2015,,06/18/2015,05/17/2016,,,-1,03/31/2015,03/31/2015,
"cove",,06/01/2015,10/17/2016,"002-BARB",06/04/2015,"Occupied No Notice","t0617035",,05/17/2015,05/17/2015,05/17/2015,06/01/2015,,07/01/2016,06/30/2017,,,-1,11/30/2016,04/14/2015,
"cove",,04/17/2015,04/17/2015,"006-BARB",04/17/2015,"Vacant Unrented Not Ready","tc000025",,08/08/2013,,08/08/2013,08/08/2013,07/01/2014,08/08/2013,04/05/2014,06/02/2014,07/01/2014,-1,04/17/2015,07/01/2014,
"cove",,04/17/2015,04/22/2015,"006-BARB",04/17/2015,"Vacant Unrented Ready","t0616154",,04/17/2015,,,05/15/2015,,05/15/2015,06/14/2016,,07/01/2014,1,04/17/2015,07/01/2014,
"lark",,04/17/2015,05/04/2015,"900-0245",04/17/2015,"Vacant Unrented Ready","tn142304",,02/27/2013,,02/27/2013,03/11/2013,03/10/2015,03/11/2014,03/10/2015,02/12/2015,03/10/2015,-1,03/10/2015,03/10/2015,
"lark",,04/06/2015,05/27/2015,"500-0234",04/17/2015,"Notice Unrented","t0000179",,03/23/2014,03/23/2014,03/23/2014,04/22/2014,05/28/2015,04/22/2014,07/21/2015,04/06/2015,05/28/2015,0,05/28/2015,05/28/2015,
"lark",,04/04/2015,04/25/2015,"140-2155",04/17/2015,"Notice Unrented","t0614300",,01/02/2015,01/02/2015,01/02/2015,01/22/2015,04/26/2015,01/22/2015,01/21/2016,04/04/2015,04/26/2015,0,04/26/2015,04/26/2015,
"cove",,04/17/2015,08/28/2015,"021-SEAD",04/17/2015,"Occupied No Notice","t0615905",,04/04/2015,04/04/2015,04/04/2015,04/17/2015,,04/17/2015,05/16/2016,,,-1,09/28/2015,03/13/2015,
"cove",,04/18/2015,05/25/2015,"093-BARB",04/18/2015,"Notice Unrented","tc000219",,08/28/2013,,08/28/2013,08/27/2012,05/26/2015,08/28/2013,08/31/2014,04/18/2015,06/26/2015,0,05/26/2015,05/26/2015,
"cove",,04/18/2015,07/12/2015,"023-SEAD",04/18/2015,"Occupied No Notice","t0615954",,04/07/2015,04/07/2015,04/08/2015,04/18/2015,,04/18/2015,10/17/2015,,,-1,07/21/2015,03/13/2015,
"cove",,04/18/2015,,"027-SEAD",04/18/2015,"Occupied No Notice","t0007436",,04/04/2015,04/04/2015,04/04/2015,04/18/2015,,05/18/2016,06/17/2017,,,-1,,03/13/2015,
"cove",,04/18/2015,,"018-SEAD",04/18/2015,"Occupied No Notice","t0615777",,04/04/2015,04/04/2015,04/04/2015,04/18/2015,,04/18/2015,05/17/2016,,,-1,,03/13/2015,
"lark",,04/18/2015,12/29/2015,"500-0127",04/18/2015,"Occupied No Notice","t0008249",,03/29/2015,03/29/2015,03/29/2015,04/18/2015,,04/18/2015,04/17/2016,,,-1,,03/26/2015,
"lark",,04/18/2015,,"270-0281",04/18/2015,"Occupied No Notice","t0615495",,03/12/2015,03/14/2015,03/14/2015,04/18/2015,,07/18/2016,07/17/2017,,,-1,,04/11/2015,
"cove",,04/18/2015,04/24/2016,"010-SALT",04/18/2015,"Occupied No Notice","t0008485",,04/08/2015,04/09/2015,04/10/2015,04/18/2015,,04/18/2015,05/17/2016,,,-1,,12/05/2014,
"cove",,04/18/2015,,"028-SALT",04/18/2015,"Occupied No Notice","t0615983",,04/10/2015,04/12/2015,04/12/2015,04/18/2015,,05/17/2016,05/16/2017,,,-1,,12/05/2014,
"cove",,04/18/2015,,"007-SALT",04/18/2015,"Occupied No Notice","t0007327",,04/11/2015,,04/11/2015,04/18/2015,,04/26/2016,05/31/2017,,,-1,,12/05/2014,
"cove",,04/18/2015,05/29/2016,"019-CAPT",04/18/2015,"Occupied No Notice","t0008547",,04/04/2015,04/04/2015,04/04/2015,04/18/2015,,04/18/2015,05/17/2016,,,-1,,01/19/2015,
"cove",,04/19/2015,05/02/2015,"007-SEAD",04/19/2015,"Vacant Rented Ready","t0008427",,04/19/2015,04/19/2015,,05/03/2015,,05/03/2015,06/02/2016,,,-1,03/13/2015,03/19/2015,
"lark",,04/19/2015,04/22/2015,"300-0124",04/19/2015,"Vacant Rented Ready","t0007473",,04/19/2015,04/19/2015,,04/25/2015,,04/25/2015,03/24/2016,,,1,12/31/2014,12/31/2014,
"lark",,04/19/2015,04/19/2015,"190-2214",04/19/2015,"Vacant Unrented Ready","t0000163",,05/10/2014,,05/10/2014,05/15/2014,02/04/2015,05/15/2014,05/14/2015,01/15/2015,02/04/2015,-1,02/04/2015,02/04/2015,
"lark",,04/19/2015,05/09/2015,"130-0314",04/19/2015,"Notice Rented","t0007474",,04/19/2015,04/19/2015,,06/01/2015,,06/01/2015,04/30/2016,,,0,05/15/2015,05/15/2015,
"lark",,04/19/2015,05/19/2015,"230-0267",04/19/2015,"Vacant Unrented Ready","t0002191",,11/25/2014,,11/25/2014,11/28/2014,03/16/2015,11/28/2014,02/16/2015,02/03/2015,03/16/2015,-1,03/16/2015,03/16/2015,
"lark",,04/19/2015,04/20/2015,"180-2325",04/19/2015,"Vacant Rented Not Ready","t0007475",,04/19/2015,04/19/2015,,05/14/2015,,05/14/2015,04/13/2016,,,0,04/07/2015,04/07/2015,
"lark",,04/19/2015,05/09/2015,"190-2214",04/19/2015,"Vacant Rented Ready","t0616208",,04/19/2015,04/19/2015,,06/01/2015,,06/01/2015,08/31/2015,,,-1,02/04/2015,02/04/2015,
"cove",,04/19/2015,04/30/2015,"011-SALT",04/19/2015,"Vacant Rented Not Ready","t0007463",,04/12/2015,04/12/2015,04/12/2015,05/01/2015,,05/01/2015,05/31/2016,,,0,04/19/2015,04/19/2015,
"cove",,04/19/2015,04/29/2015,"017-SEAD",04/19/2015,"Vacant Rented Ready","t0616200",,04/19/2015,04/19/2015,,04/30/2015,,04/30/2015,07/29/2016,,,-1,03/13/2015,09/22/2014,
"cove",,04/19/2015,04/30/2015,"005-CAPT",04/19/2015,"Vacant Rented Ready","t0007476",,04/19/2015,04/19/2015,,05/01/2015,,05/01/2015,05/31/2016,,,-1,11/30/2014,06/23/2014,
"cove",,04/20/2015,04/20/2015,"127-BARB",04/20/2015,"Notice Unrented","tc000002",,06/01/2014,,06/01/2014,07/01/2014,05/01/2015,07/01/2014,11/30/2014,04/20/2015,05/01/2015,0,05/01/2015,05/01/2015,
"cove",,04/20/2015,08/29/2015,"026-SEAD",04/20/2015,"Occupied No Notice","t0615410",,04/03/2015,04/04/2015,04/04/2015,04/20/2015,,04/20/2015,05/19/2016,,,-1,09/29/2015,08/01/2014,
"cove",,04/20/2015,06/11/2015,"081-BARB",04/21/2015,"Vacant Unrented Not Ready","t0002137",,02/28/2014,02/28/2014,03/11/2014,03/15/2014,04/20/2015,03/15/2014,09/14/2014,03/30/2015,04/20/2015,0,04/20/2015,04/20/2015,
"cove",,04/21/2015,06/11/2015,"083-BARB",04/21/2015,"Vacant Unrented Not Ready","tc000209",,07/28/2013,,07/28/2013,04/20/1998,04/21/2015,07/28/2013,07/23/2014,04/04/2015,04/21/2015,0,04/21/2015,04/21/2015,
"cove",,04/21/2015,05/16/2015,"145-BARB",04/21/2015,"Vacant Unrented Not Ready","tc000150",,10/02/2014,,10/02/2014,10/14/2014,04/21/2015,10/14/2014,09/13/2015,04/15/2015,04/21/2015,0,04/21/2015,04/21/2015,
"cove",,04/20/2015,06/14/2015,"090-BARB",04/21/2015,"Occupied No Notice","tc000122",,04/13/2015,,04/13/2015,04/20/2015,,04/20/2015,05/19/2015,,,-1,06/30/2015,10/31/2014,
"lark",,04/21/2015,04/24/2015,"300-0122",04/21/2015,"Vacant Rented Ready","t0615931",,04/20/2015,04/21/2015,,05/09/2015,,05/09/2015,05/08/2016,,,-1,02/02/2015,02/02/2015,
"cove",,04/21/2015,06/29/2015,"096-BARB",04/21/2015,"Notice Unrented","t0614952",,02/08/2015,02/08/2015,02/08/2015,03/28/2015,06/30/2015,03/28/2015,06/30/2015,04/21/2015,06/30/2015,0,06/30/2015,06/30/2015,
"cove",,04/21/2015,04/25/2015,"131-BARB",04/21/2015,"Notice Unrented","t0007278",,01/27/2015,01/30/2015,01/31/2015,02/21/2015,05/22/2015,02/21/2015,05/20/2015,04/21/2015,05/22/2015,0,05/22/2015,05/22/2015,
"lark",,04/21/2015,05/13/2015,"160-2138",04/21/2015,"Vacant Unrented Ready","tn144064",,05/18/2013,,05/18/2013,05/19/2013,03/20/2015,05/19/2014,02/19/2015,02/21/2015,03/20/2015,-1,03/20/2015,03/30/2015,
"lark",,04/21/2015,04/26/2015,"210-2102",04/21/2015,"Vacant Rented Ready","t0007421",,03/28/2015,03/28/2015,03/28/2015,04/28/2015,,04/28/2015,10/14/2015,,,-1,03/31/2015,03/31/2015,
"lark",,04/01/2015,05/08/2015,"250-0170",04/01/2015,"Vacant Unrented Ready","t0002406",,04/06/2014,04/06/2014,04/06/2014,04/21/2014,04/01/2015,04/21/2014,05/20/2015,03/27/2015,04/01/2015,1,04/01/2015,04/01/2015,
"lark",,04/21/2015,04/21/2015,"130-0313",04/21/2015,"Vacant Rented Ready","t0007439",,04/11/2015,04/11/2015,04/12/2015,04/19/2015,,04/19/2015,04/18/2016,,,-1,04/06/2015,04/06/2015,
"lark",,04/21/2015,05/15/2015,"180-2325",04/21/2015,"Vacant Rented Ready","t0007475",,04/19/2015,04/19/2015,,05/20/2015,,05/20/2015,04/19/2016,,,-1,04/07/2015,04/07/2015,
"cove",,04/22/2015,,"016-SEAD",04/22/2015,"Occupied No Notice","t0007429",,04/10/2015,04/10/2015,04/10/2015,04/22/2015,,05/22/2016,06/21/2017,,,-1,,08/04/2014,
"cove",,04/23/2015,04/23/2015,"102-BARB",04/23/2015,"Notice Unrented","t0000303",,10/16/2014,,10/16/2014,10/18/2014,05/23/2015,10/18/2014,04/17/2015,04/23/2015,05/23/2015,0,05/23/2015,05/23/2015,
"cove",,04/23/2015,05/14/2015,"006-BARB",04/23/2015,"Vacant Rented Ready","t0616154",,04/17/2015,04/23/2015,,05/15/2015,,05/15/2015,06/14/2016,,,1,04/17/2015,07/01/2014,
"cove",,04/23/2015,04/23/2015,"018-BARB",04/23/2015,"Vacant Unrented Not Ready","t0007227",,07/08/2013,,07/08/2013,07/08/2013,12/02/2014,07/08/2013,07/03/2014,11/23/2014,12/02/2014,0,04/23/2015,12/02/2014,
"cove",,04/23/2015,04/24/2015,"018-BARB",04/23/2015,"Vacant Rented Not Ready","t0007837",,04/23/2015,04/23/2015,,05/15/2015,,05/15/2015,05/14/2016,,,0,04/23/2015,12/02/2014,
"lark",,04/23/2015,05/20/2015,"900-0243",04/23/2015,"Vacant Unrented Ready","tl000945",,09/09/2014,09/10/2014,09/11/2014,10/03/2014,04/06/2015,10/03/2014,10/02/2015,03/02/2015,04/06/2015,-1,04/06/2015,04/22/2015,
"cove",,04/24/2015,,"004-SEAD",04/24/2015,"Occupied No Notice","t0007438",,04/04/2015,04/04/2015,04/04/2015,04/24/2015,,04/23/2016,05/22/2017,,,-1,,03/19/2015,
"lark",,04/23/2015,04/23/2015,"300-0124",04/24/2015,"Vacant Unrented Ready","t0000110",,12/16/2013,12/16/2013,12/16/2013,12/31/2013,12/31/2014,12/31/2013,12/30/2014,12/02/2014,12/31/2014,-1,12/31/2014,12/31/2014,
"lark",,04/24/2015,04/24/2015,"300-0124",04/24/2015,"Vacant Rented Ready","t0007473",,04/24/2015,04/24/2015,,04/25/2015,,04/25/2015,07/24/2015,,,1,12/31/2014,12/31/2014,
"cove",,04/24/2015,05/09/2015,"028-SEAD",04/24/2015,"Vacant Rented Ready","t0008429",,04/24/2015,04/24/2015,,05/10/2015,,05/10/2015,05/09/2016,,,-1,03/13/2015,03/13/2015,
"cove",,04/24/2015,05/11/2015,"065-BARB",04/24/2015,"Notice Unrented","tc000191",,11/26/2012,,11/22/2013,10/14/2004,05/12/2015,11/22/2013,11/17/2014,04/24/2015,05/12/2015,0,05/12/2015,05/12/2015,
"cove",,04/24/2015,04/24/2015,"015-BARB",04/24/2015,"Vacant Rented Ready","t0037890",,04/10/2015,,04/10/2015,04/25/2015,,04/25/2015,04/24/2016,,,-1,04/10/2015,04/24/2015,
"cove",,04/24/2015,04/29/2015,"019-BARB",04/24/2015,"Vacant Rented Ready","t0008417",,03/27/2015,03/29/2015,03/29/2015,05/01/2015,,05/01/2015,10/31/2015,,,-1,03/27/2015,04/24/2015,
"cove",,04/25/2015,,"011-SEAD",04/25/2015,"Model",,,,,,,,,,,10/27/2014,-1,,10/27/2014,
"cove",,04/25/2015,04/25/2015,"007-BARB",04/25/2015,"Vacant Unrented Not Ready","tc000029",,09/22/2013,,09/22/2013,11/08/2008,12/01/2014,09/22/2013,09/30/2014,12/01/2014,12/01/2014,0,04/25/2015,12/01/2014,
"cove",,04/25/2015,06/09/2015,"007-BARB",04/25/2015,"Vacant Unrented Ready","tc000029",,09/22/2013,,09/22/2013,11/08/2008,12/01/2014,09/22/2013,09/30/2014,12/01/2014,04/24/2015,-1,04/25/2015,04/25/2015,
"cove",,04/25/2015,04/25/2015,"008-BARB",04/25/2015,"Vacant Unrented Not Ready","tc000034",,07/05/2013,,07/05/2013,07/15/2008,09/02/2014,07/05/2013,06/30/2014,08/05/2014,09/02/2014,0,04/25/2015,09/02/2014,
"cove",,04/25/2015,05/19/2015,"008-BARB",04/25/2015,"Vacant Unrented Ready","tc000034",,07/05/2013,,07/05/2013,07/15/2008,09/02/2014,07/05/2013,06/30/2014,08/05/2014,04/24/2015,-1,04/25/2015,04/25/2015,
"cove",,04/25/2015,04/25/2015,"011-BARB",04/25/2015,"Vacant Unrented Not Ready","tc000050",,05/28/2013,,05/28/2013,03/05/2010,11/08/2014,05/28/2013,05/23/2014,11/08/2014,11/08/2014,0,04/25/2015,11/08/2014,
"cove",,04/25/2015,07/02/2015,"011-BARB",04/25/2015,"Vacant Unrented Ready","tc000050",,05/28/2013,,05/28/2013,03/05/2010,11/08/2014,05/28/2013,05/23/2014,11/08/2014,04/24/2015,-1,04/25/2015,04/25/2015,
"cove",,04/25/2015,04/25/2015,"012-BARB",04/25/2015,"Vacant Unrented Not Ready","t0000300",,07/23/2013,,07/23/2013,07/21/2007,10/16/2014,07/23/2013,07/18/2014,10/03/2014,10/16/2014,0,04/25/2015,10/16/2014,
"cove",,04/25/2015,05/23/2015,"012-BARB",04/25/2015,"Vacant Unrented Ready","t0000300",,07/23/2013,,07/23/2013,07/21/2007,10/16/2014,07/23/2013,07/18/2014,10/03/2014,04/24/2015,-1,04/25/2015,04/25/2015,
"cove",,04/25/2015,04/25/2015,"016-BARB",04/25/2015,"Vacant Unrented Not Ready","t0007204",,09/17/2013,,09/17/2013,12/28/2003,11/10/2014,09/17/2013,09/30/2014,11/08/2014,11/10/2014,0,04/25/2015,11/10/2014,
"cove",,04/25/2015,07/09/2015,"016-BARB",04/25/2015,"Vacant Unrented Ready","t0007204",,09/17/2013,,09/17/2013,12/28/2003,11/10/2014,09/17/2013,09/30/2014,11/08/2014,04/24/2015,-1,04/25/2015,04/25/2015,
"cove",,04/25/2015,04/25/2015,"017-BARB",04/25/2015,"Vacant Unrented Not Ready","t0007223",,07/20/2014,07/23/2014,07/24/2014,07/26/2014,12/01/2014,07/26/2014,10/25/2014,11/19/2014,12/01/2014,0,04/25/2015,12/01/2014,
"cove",,04/25/2015,07/14/2015,"017-BARB",04/25/2015,"Vacant Unrented Ready","t0007223",,07/20/2014,07/23/2014,07/24/2014,07/26/2014,12/01/2014,07/26/2014,10/25/2014,11/19/2014,04/24/2015,-1,04/25/2015,04/25/2015,
"cove",,04/25/2015,04/26/2015,"018-BARB",04/25/2015,"Vacant Rented Ready","t0007837",,04/23/2015,04/23/2015,,05/15/2015,,05/15/2015,05/14/2016,,,-1,04/23/2015,04/25/2015,
"cove",,04/25/2015,04/25/2015,"020-BARB",04/25/2015,"Vacant Unrented Not Ready","tc000098",,08/20/2012,,08/20/2012,08/01/2004,11/17/2014,08/20/2012,08/15/2013,11/17/2014,11/17/2014,0,04/25/2015,11/17/2014,
"cove",,04/25/2015,04/29/2015,"020-BARB",04/25/2015,"Vacant Unrented Ready","tc000098",,08/20/2012,,08/20/2012,08/01/2004,11/17/2014,08/20/2012,08/15/2013,11/17/2014,04/24/2015,-1,04/25/2015,04/25/2015,
"cove",,04/25/2015,07/05/2015,"004-BARB",04/25/2015,"Vacant Unrented Ready","tc000015",,01/29/2013,,01/29/2013,11/08/2010,07/12/2014,01/29/2013,01/24/2014,07/03/2014,04/14/2015,1,04/14/2015,04/25/2015,
"cove",,04/10/2015,06/21/2015,"126-BARB",04/25/2015,"Occupied No Notice","t0002184",,03/11/2014,03/11/2014,03/18/2014,04/10/2014,,04/10/2014,04/09/2015,,,0,07/21/2015,05/09/2015,
"cove",,04/25/2015,05/13/2015,"015-SEAD",04/25/2015,"Vacant Rented Ready","t0007482",,04/25/2015,04/25/2015,,05/14/2015,,05/14/2015,06/13/2016,,,-1,03/19/2015,03/19/2015,
"lark",,04/25/2015,09/19/2015,"300-0124",04/25/2015,"Occupied No Notice","t0007473",,04/24/2015,04/24/2015,04/25/2015,04/25/2015,,04/25/2015,07/24/2015,,,-1,10/20/2015,12/31/2014,
"cove",,04/25/2015,,"015-BARB",04/25/2015,"Occupied No Notice","t0037890",,04/10/2015,,04/10/2015,04/25/2015,,04/25/2016,05/31/2017,,,-1,,04/24/2015,
"lark",,04/25/2015,05/17/2015,"300-0122",04/25/2015,"Vacant Unrented Ready",,,04/20/2015,04/21/2015,,,,,,,02/02/2015,-1,02/02/2015,02/02/2015,
"lark",,04/25/2015,05/01/2015,"100-0208",04/25/2015,"Notice Rented","t0615931",,04/20/2015,04/21/2015,,05/09/2015,,05/09/2015,04/08/2016,,,0,05/02/2015,05/02/2015,
"cove",,04/25/2015,05/13/2015,"092-BARB",04/25/2015,"Notice Unrented","tc000218",,09/29/2013,,09/29/2013,09/29/2013,05/14/2015,09/29/2013,09/30/2014,04/25/2015,05/14/2015,0,05/14/2015,05/14/2015,
"cove",,04/25/2015,05/09/2015,"001-SEAD",04/25/2015,"Vacant Rented Ready","t0007910",,04/25/2015,04/25/2015,,05/10/2015,,05/10/2015,06/09/2016,,,-1,03/20/2015,03/20/2015,
"cove",,04/26/2015,05/21/2015,"131-BARB",04/26/2015,"Notice Rented","t0616434",,04/26/2015,04/26/2015,,06/13/2015,,06/13/2015,08/20/2015,,,0,05/22/2015,05/22/2015,
"lark",,04/26/2015,04/29/2015,"100-0207",04/26/2015,"Notice Rented","t0616439",,04/26/2015,04/26/2015,,05/09/2015,,05/09/2015,04/08/2016,,,0,04/30/2015,04/30/2015,
"lark",,04/26/2015,04/26/2015,"130-0256",04/26/2015,"Notice Rented","t0007485",,04/26/2015,04/26/2015,,04/28/2015,,04/28/2015,07/27/2015,,,0,04/24/2015,04/24/2015,
"cove",,04/22/2015,06/02/2015,"075-BARB",04/26/2015,"Vacant Unrented Not Ready","tc000062",,02/02/2014,,02/02/2014,02/07/2014,04/22/2015,02/07/2014,02/06/2015,03/29/2015,04/22/2015,0,04/22/2015,04/22/2015,
"cove",,04/26/2015,02/26/2016,"029-SALT",04/26/2015,"Occupied No Notice","t0008362",,04/11/2015,04/11/2015,04/11/2015,04/26/2015,,04/26/2015,05/25/2016,,,-1,,12/05/2014,
"cove",,04/26/2015,04/28/2015,"009-CAPT",04/26/2015,"Vacant Rented Ready","t0616419",,04/26/2015,04/26/2015,,05/01/2015,,05/01/2015,05/31/2016,,,-1,12/19/2014,12/19/2014,
"lark",,04/25/2015,05/06/2015,"180-2146",04/27/2015,"Vacant Unrented Not Ready","t0003013",,06/14/2014,06/14/2014,06/14/2014,06/23/2014,04/25/2015,06/23/2014,12/22/2014,03/29/2015,04/25/2015,0,04/25/2015,04/25/2015,
"lark",,04/26/2015,05/05/2015,"150-2228",04/27/2015,"Vacant Unrented Not Ready","t0000190",,04/01/2014,04/01/2014,04/02/2014,05/05/2014,04/26/2015,05/05/2014,05/04/2015,04/08/2015,05/04/2015,0,04/26/2015,05/04/2015,
"lark",,04/26/2015,04/29/2015,"140-2155",04/27/2015,"Vacant Unrented Not Ready","t0614300",,01/02/2015,01/02/2015,01/02/2015,01/22/2015,04/26/2015,01/22/2015,01/21/2016,04/04/2015,04/26/2015,0,04/26/2015,04/26/2015,
"cove",,04/27/2015,05/12/2015,"018-BARB",04/27/2015,"Vacant Unrented Ready","t0007227",,07/08/2013,,07/08/2013,07/08/2013,12/02/2014,07/08/2013,07/03/2014,11/23/2014,04/25/2015,-1,04/23/2015,04/25/2015,
"cove",,04/27/2015,04/27/2015,"001-SALT",04/27/2015,"Vacant Unrented Not Ready","t0007446",,11/11/2014,11/11/2014,11/12/2014,11/12/2014,04/27/2015,11/12/2014,11/11/2015,04/10/2015,04/27/2015,0,04/27/2015,04/27/2015,
"lark",,04/27/2015,05/08/2015,"110-0144",04/27/2015,"Notice Rented","t0007489",,04/27/2015,04/27/2015,,05/23/2015,,05/23/2015,04/22/2016,,,0,05/09/2015,05/09/2015,
"cove",,04/27/2015,05/01/2015,"064-BARB",04/27/2015,"Notice Unrented","tc000190",,06/14/2013,,06/14/2013,06/14/2013,05/02/2015,06/14/2013,06/30/2014,04/27/2015,05/09/2015,0,05/02/2015,05/02/2015,
"lark",,04/24/2015,04/27/2015,"130-0256",04/28/2015,"Vacant Rented Not Ready","t0007485",,04/26/2015,04/26/2015,04/26/2015,04/28/2015,,04/28/2015,07/27/2015,,,0,04/24/2015,04/24/2015,
"lark",,04/19/2015,08/08/2016,"130-0313",04/28/2015,"Occupied No Notice","t0007439",,04/11/2015,04/11/2015,04/12/2015,04/19/2015,,04/19/2016,04/18/2017,,,-1,08/26/2016,04/06/2015,
"lark",,04/27/2015,05/06/2015,"500-0231",04/28/2015,"Vacant Rented Not Ready","t0615543",,03/22/2015,03/22/2015,03/22/2015,05/16/2015,,05/16/2015,08/15/2016,,,0,04/27/2015,04/27/2015,
